id,MS name,siglum,archive,shelfmark,other names,part
4028,Wroclaw (Breslau),PL-WRu,Biblioteka Uniwersytecka,MS I.Q.438a,,
4029,Wroclaw (Breslau),PL-WRu,Biblioteka Uniwersytecka,MS I.F.687,,
4030,Grand-St-Bernard,CH-GSB,Bibliothèque de l'Hospice,Fragment 8,,
4035,Munich,D-Mbs,Bayerische Staatsbibliothek,Clm. 14523,,
4036,Oxford,GB-Occ,Corpus Christi College,Printed book Δ [delta] 15. 3,,
4037,Washington,US-Wgu,"Georgetown University, Special Collections Joseph Mark Lauinger Library",MS 10,St. Andrews Psalter or Wode Partbooks,
4039,Davis,US-DAVowens,private library of Prof J A Owens,Thomas Morley: Plaine and Easie Introduction to Practicall Musicke,,
4042,Vienna,A-Wn,Österreichische Nationalbibliothek,Cod. 3917 Han,,
4044,Vienna,A-Wn,Österreichische Nationalbibliothek,Fragm. 661 Han,,
4045,Vienna,A-Wn,Österreichische Nationalbibliothek,Mus.Hs. 1953.A,,
4046,Vienna,A-Wn,Österreichische Nationalbibliothek,Mus.Hs. 1953.B,,
4047,Vienna,A-Wn,Österreichische Nationalbibliothek,X69.J.157,,
4048,Vienna,A-Wn,Österreichische Nationalbibliothek,Ink. 16.G. 35,,
4049,Vienna,A-Wn,Österreichische Nationalbibliothek,Fragm. 123a,,
4050,Vienna,A-Wn,Österreichische Nationalbibliothek,Fragm. 922,,
4051,Vienna,A-Wn,Österreichische Nationalbibliothek,Cod. 4384 Han,,
4054,Brussels,B-Br,Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I,MS IV.1274,,
4059,Prague,CZ-Pu,Universitni Knihovna,MS 59 R 5116,,
4062,Colmar,F-CO,Bibliothèque Municipale,MS 451,,
4064,Vesoul,F-VE,Bibliothèque Municipale Louis Garret,Ms. 90,,
4068,Solesmes,F-SO,Abbaye Saint-Pierre de Solesmes,A20-A21,,
4072,New Haven,US-NHub,Beinecke Library for rare Books and Manuscripts,710,,
4073,Cambridge,GB-Cu,University Library,Add. 2764,,1
4075,Jena,D-Ju,Universitätsbibliothek,Chorbuch Weimar A,,
4076,Jena,D-Ju,Universitätsbibliothek,Chorbuch Weimar B,,
4078,Gloucester,GB-Odiamm,Private archive (contact DIAMM),Motet partbook,Wilmott,
4080,St. Florian,A-SF,"Augustiner-Chorherrenstift St. Florian, Stiftsbibliothek",Cod. XI 128,,
4082,Prague,CZ-Pu,Universitni Knihovna,MS 59 R 5117,,
4084,London,GB-Lbl,British Library,Add. MS 30513,Mulliner Book,
4090,Guadalupe,E-GU,"Real Monasterio de Santa María, Archivo de Música",Códice 1,Libro de Introitos,
4091,Munich,D-Mbs,Bayerische Staatsbibliothek,Ink T-514 - GW M47800,,
4096,Coimbra,P-Cug,Biblioteca Geral da Universidade,MM.25,,
4097,Coimbra,P-Cug,Biblioteca Geral da Universidade,MM.31,,
4098,Coimbra,P-Cug,Biblioteca Geral da Universidade,MM.36,,
4099,Coimbra,P-Cug,Biblioteca Geral da Universidade,MM.7,,
4101,Coimbra,P-Cug,Biblioteca Geral da Universidade,MM.33,,
4105,Vienna,A-Wn,Österreichische Nationalbibliothek,Cod. 5458 Han,,
4108,'s-Hertogenbosch,NL-SH,Archief van de Illustre Lieve Vrouwe Broederschap,MS 152,Codex Smijers,
4112,Paris,F-Pn,Bibliothèque Nationale,fonds latin 4765,,
4113,Paris,F-Pn,Bibliothèque Nationale,fonds latin 6830E,,
4116,Barcelona,E-Boc,Documentation Center of the Orfeo Català  (CEDOC) [formerly: Biblioteca de l'Orfeó Català],MS 12-VI-28,,
4119,Paris,F-Pn,Bibliothèque Nationale,fonds latin 16687,,
4120,Paris,F-Pn,Bibliothèque Nationale,nouvelles acquisitions latines 1090,,
4121,Saint Gall (Sankt Gallen),CH-SGS,Stiftsbibliothek,MS 543,,
4122,Vienna,A-Wn,Österreichische Nationalbibliothek,"ED Hs. 4, front and rear pastedowns",VienD,
4126,Cambridge,GB-Ckc,King's College Archives,Rowe 316,,
4128,London,GB-Lbl,British Library,Add. MS 4900,,
4129,London,GB-Lbl,British Library,Add. MS 29996,,
4131,Klatovy,CZ-KLm,Vlastivědné muzeum Dr. Hostaše v Klatovech [formerly: Okresní Muzeum],MS CS KL 1 (MS1),Graduál literátského bratrstva v Klatovech,
4132,Göttweig,A-GO,Bibliothek des Benediktinerstifts,235 (219),,
4140,Weitra,A-WEI,Pfarrarchiv,Cod. 1/7,,
4145,London,GB-Lbl,British Library,Add. MS 60577,,
4146,Aachen,D-AAm,Domarchiv,Chorbuch I,Mangon Choirbook I,
4147,Aachen,D-AAm,Domarchiv,Chorbuch III,Mangon Choirbook III,
4168,Munich,D-Mbs,Bayerische Staatsbibliothek,2 Inc.c.a. 855,,
4169,Prague,CZ-Ps,"Pamatnik Narodniho Pisemnictvi, Strahovska Knihova",MS D.A.III.17,,
4170,Prague,CZ-Pu,Universitni Knihovna,MS XII C 4b,,
4171,Utrecht,NL-Uu,Universiteitsbibliotheek,MS 416 (Shelfmark Hs 2 F 4),,
4172,Colmar,[F-COa],Archives Départementales Du Haut-Rhin,Fragment 558,,
4173,Munich,D-Mbs,Bayerische Staatsbibliothek,4° P. lat. 456 a,,
4174,Paris,F-Pn,Bibliothèque Nationale,fonds français 12780,,
4175,Paris,F-Pn,Bibliothèque Nationale,fonds français 16687,,
4176,Basel,CH-Bu,Öffentliche Bibliotek der Universität,MS DC.V.13:3,,
4177,Colmar,[F-COa],Archives Départementales Du Haut-Rhin,Fragment 544,,
4178,Klagenfurt,A-Ks,Universitätsbibliothek (früher: Studienbibliothek),Perg.-Hs. 41,,
4179,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Pal. lat. 46,,
4180,Wolfenbüttel,D-W,Herzog August Bibliothek,Cod. Guelf. 12 Helmst.,,
4234,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Pal. lat. 1981,,
4269,Basel,CH-Bu,Öffentliche Bibliotek der Universität,MS F.IX.25f,,
4270,Basel,CH-Bu,Öffentliche Bibliotek der Universität,MS F.IX.25g,,
4419,Uppsala,S-U,Universitetsbiblioteket,Vokalmusik i Handskrift 76g  ,,"Altus, Bassus"
4657,Rome,I-Rpm,Palazzo Massimo,VI/C6/24,,
4672,Bergamo,I-BGc,Civica Biblioteca 'Angelo Mai',MA 207,,
4674,Hermetschwil,CH-HE,"Benediktinerinnenkloster (formerly in Sarnen, Benediktinerkollegium)",Cod. chart. 151,,
4676,Munich,D-Mbs,Bayerische Staatsbibliothek,Ink G-336 - GW 11457,,
4680,Frankfurt am Main,D-F,Stadt- und Universitätsbibliothek,Fragm. lat. VII 20,,
4685,Troyes,F-T,Bibliothèque Municipale,Ms 980,,
4686,Dublin,IRL-Dm,Marsh's Library,S.T.C. 16255,Psalterium cum Antiphonis...unacum Hymnis,
