id,MS name,siglum,archive,shelfmark,other names,part
1394,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,Q.27 II°,,
1395,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,A.71,,
1396,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,R.142,,
1398,Florence (Firenze),I-Fd,Opera di S Maria del Fiore. Archivio Musicale,MS 21,,
1399,Florence (Firenze),I-Fl,Biblioteca Medicea-Laurenziana,MS Acquisti e doni 666,Medici Codex,
1400,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Panciatichiano 27,,
1401,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Magl. XIX.107bis,,
1402,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Magl. XIX.108 ,,"Canto, Tenore, Basso"
1403,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Magl. XIX.112bis,,
1404,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Magl. XIX.117,,
1405,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Magl. XIX.121,,
1406,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Magl. XIX.125bis,,
1407,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Magl. XIX.164,,
1408,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Magl. XIX.176,,
1409,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Magl. XIX.178,,
1410,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Banco Rari 229,,
1411,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Banco Rari 230,,
1412,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS II.I.232,,
1413,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Banco Rari 337,,
1414,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS II.I.350,,
1415,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS R.C. 395,,
1416,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Mediceo Palatino 472,,
1418,Florence (Firenze),I-Fr,Biblioteca Riccardiana,Ms. 2794,,
1420,Guardiagrele (Chieti),I-GUA,Chiesa di Santa Maria Maggiore,MS s.s.,,
1421,Cambridge,GB-Cp,"Peterhouse, Perne Library",MS 41 ,Peterhouse Partbooks: Henrician Set,Medius
1422,Cambridge,GB-Cp,"Peterhouse, Perne Library",MS 31 ,Peterhouse Partbooks: Henrician Set,Contratenor
1423,Cambridge,GB-Cp,"Peterhouse, Perne Library",MS 32 ,Peterhouse Partbooks: Henrician Set,Bassus
1427,Kraków,PL-Kj,Biblioteka Jagiellonska,Berlin MS Mus. 40592,,
1428,Milan,I-Ma,Biblioteca Ambrosiana,MS E.46 Inf.,,
1429,Milan,I-Ma,Biblioteca Ambrosiana,MS Y.3.Sup.,,
1430,Milan,I-Ma,Biblioteca Ambrosiana,MS Trotti 519,,
1431,Milan,I-Mfd,"Archivio della Veneranda Fabbrica del Duomo, Sezione Musicale",MS 2266 (Librone 4),,
1435,Modena,I-MOd,"Duomo, Biblioteca e Archivio Capitolare di Modena",MS Mus. IV,,
1436,Modena,I-MOd,"Duomo, Biblioteca e Archivio Capitolare di Modena",MS Mus. IX,,
1437,Modena,I-MOd,"Duomo, Biblioteca e Archivio Capitolare di Modena",MS Mus. X,,
1440,Modena,I-MOe,Biblioteca Estense,MS {lamda}.L.11.8,,
1449,Padua,I-Pc,"Duomo, Biblioteca Capitolare di Padua, Curia Vescovile",MS A.17,,
1450,Padua,I-Pc,"Duomo, Biblioteca Capitolare di Padua, Curia Vescovile",MS D.27,,
1452,Parma,I-PAp,Biblioteca Palatina,MS Parmense 1158,,
1453,Pavia,I-PAVu,Biblioteca Universitaria,MS Aldini 361,,
1454,Pavia,I-PAVu,Biblioteca Universitaria,MS Aldini 362,,
1455,Perugia,I-PEc,Biblioteca Comunale Augusta,MS 431 (G 20),,
1456,Perugia,I-PEc,Biblioteca Comunale Augusta,MS 1013 (M 36),,
1457,Rome,I-Rc,Biblioteca Casanatense,MS 2856,,
1458,Rome,I-Rvat,Biblioteca Apostolica Vaticana,s. s.,,
1459,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 13,,
1460,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 14,,
1462,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 16,,
1463,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 17,,
1464,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 18,,
1465,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 19,,
1466,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 20,,
1467,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 23,,
1468,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 24,,
1469,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 26,,
1470,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 34,,
1471,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 35,,
1472,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 36,,
1473,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 41,,
1474,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 42,,
1475,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 44,,
1476,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 45,,
1477,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 46,,
1478,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 49,,
1479,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 51,,
1480,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 55,,
1481,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 63,,
1482,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 160,,
1483,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 163,,
1484,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Capp. Sist. 197,,
1486,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Vat. Mus. 571,,
1487,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Pal. lat. 1347,,
1489,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Barb. lat. 1862,,
1490,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Pal. lat. 1976,,
1491,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Pal. lat. 1980,,
1492,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS Pal. lat. 1982,,
1493,Rome,I-Rvat,Biblioteca Apostolica Vaticana,Ms. Vat. Lat. 11953,,
1495,Rome,I-Rvat,Biblioteca Apostolica Vaticana,MS S. Maria Maggiore 26,,
1496,Rome,I-Rvat,Biblioteca Apostolica Vaticana,"MS Capp. Giulia XII,2",,
1497,Rome,I-Rvat,Biblioteca Apostolica Vaticana,"MS Capp. Giulia XII,3",,
1498,Rome,I-Rvat,Biblioteca Apostolica Vaticana,"MS Capp. Giulia XII,4",,
1499,Rome,I-Rvat,Biblioteca Apostolica Vaticana,"MS Capp. Giulia XII,5",,
1500,Rome,I-Rvat,Biblioteca Apostolica Vaticana,"MS Capp. Giulia XII,6",,
1502,Siena,I-Sc,Biblioteca Comunale degli Intronati,K.I.2,,
1503,Turin (Torino),I-Tn,Biblioteca Nazionale Universitaria,MS Ris.mus I. 27,,
1506,Trent (Trento),I-TRbc,"Museo Provinciale d'Arte, Castello del Buonconsiglio",Coll. Feininger. Ms. XV,,
1507,Trent (Trento),I-TRc,Biblioteco Comunale,Ms. 1947-4,,
1509,Venice,I-Vnm,Biblioteca Nazionale Marciana,MS It. IV. 1795 ,,D
1517,Alquézar,E-AL,Biblioteca de la Colegiata,MS 2,,
1518,Alquézar,E-AL,Biblioteca de la Colegiata,MS 3,,
1521,Augsburg,D-As,Staats- und Stadtbibliothek,Tonkunst Schletterer 7,,
1522,Augsburg,D-As,Staats- und Stadtbibliothek,Tonkunst Schletterer 19,,
1524,Augsburg,D-As,Staats- und Stadtbibliothek,MS 2° 142a,,
1525,Augsburg,D-As,Staats- und Stadtbibliothek,Tonkunst Schletterer 273-278,,
1526,Augsburg,D-As,Staats- und Stadtbibliothek,MS 4° Ink. 529,,
1527,Augsburg,D-As,Staats- und Stadtbibliothek,MS 4º Mus. 25,,
1528,Avila,E-Ac,Archivo de la Catedral,2,,
1529,Avila,E-Ac,Archivo de la Catedral,3,,
1530,Barcelona,E-Bbc,Biblioteca Nacional de Catalunya/Biblioteca Central,M 454,Cancionero musical de Barcelona,
1531,Barcelona,E-Bbc,Biblioteca Nacional de Catalunya/Biblioteca Central,MS 587,,
1532,Barcelona,E-Bbc,Biblioteca Nacional de Catalunya/Biblioteca Central,MS 588/1,,
1533,Barcelona,E-Bbc,Biblioteca Nacional de Catalunya/Biblioteca Central,MS 588/2,,
1534,Barcelona,E-Bbc,Biblioteca Nacional de Catalunya/Biblioteca Central,MS 681,,
1536,Barcelona,E-Bbc,Biblioteca Nacional de Catalunya/Biblioteca Central,MS 1166,,
1537,Barcelona,E-Boc,Documentation Center of the Orfeo Català  (CEDOC) [formerly: Biblioteca de l'Orfeó Català],MS 5,,
1538,Barcelona,E-Boc,Documentation Center of the Orfeo Català  (CEDOC) [formerly: Biblioteca de l'Orfeó Català],MS 6,,
1539,Barcelona,E-Boc,Documentation Center of the Orfeo Català  (CEDOC) [formerly: Biblioteca de l'Orfeó Català],MS 7,,
1541,Barcelona,E-Boc,Documentation Center of the Orfeo Català  (CEDOC) [formerly: Biblioteca de l'Orfeó Català],MS 12-VII-28,,
1543,Basel,CH-Bu,Öffentliche Bibliotek der Universität,MS F.II.35,,
1544,Basel,CH-Bu,Öffentliche Bibliotek der Universität,MS F.VI.26 a,,
1545,Basel,CH-Bu,Öffentliche Bibliotek der Universität,MS F.VI.42,,
1547,Basel,CH-Bu,Öffentliche Bibliotek der Universität,MS F.IX.32,,
1548,Basel,CH-Bu,Öffentliche Bibliotek der Universität,MS F.IX.55,,
1549,Basel,CH-Bu,Öffentliche Bibliotek der Universität,MS F.IX.59,,
1550,Basel,CH-Bu,Öffentliche Bibliotek der Universität,MS F.X.1,,
1551,Basel,CH-Bu,Öffentliche Bibliotek der Universität,MS F.X.5,,
1552,Basel,CH-Bu,Öffentliche Bibliotek der Universität,MS F.X.10,,
1553,Basel,CH-Bu,Öffentliche Bibliotek der Universität,MS F.X.17,,
1554,Basel,CH-Bu,Öffentliche Bibliotek der Universität,MS F.X.21,,
1555,Basel,CH-Bu,Öffentliche Bibliotek der Universität,MS F.X.22,,
1556,Basel,CH-Bu,Öffentliche Bibliotek der Universität,MS F.X.25,,
1557,Bergamo,I-BGc,Civica Biblioteca 'Angelo Mai',MS 1207 D,,
1558,Bergamo,I-BGc,Civica Biblioteca 'Angelo Mai',MS 1208 D,,
1559,Bergamo,I-BGc,Civica Biblioteca 'Angelo Mai',MS 1209 D,,
1560,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. Theor. 1175,,
1561,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. 40012,,
1562,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. 40023,,
1563,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. 40024,,
1564,Kraków,PL-Kj,Biblioteka Jagiellonska,Berlin MS Mus. 40013,,
1566,Kraków,PL-Kj,Biblioteka Jagiellonska,Berlin MS Mus. 40031,,
1567,Kraków,PL-Kj,Biblioteka Jagiellonska,Berlin MS Mus. 40043 ,,"Discantus, Altus, Tenor, Bassus"
1568,Kraków,PL-Kj,Biblioteka Jagiellonska,Berlin MS Mus. 40092,,
1569,Kraków,PL-Kj,Biblioteka Jagiellonska,Berlin MS Mus. 40098 ,Glogauer Liederbuch,"Discantus, Altus, Tenor"
1570,Kraków,PL-Kj,Biblioteka Jagiellonska,Berlin MS Mus. 40175 ,,"Discantus, Altus, Bassus"
1571,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. 40185,,
1572,Kraków,PL-Kj,Biblioteka Jagiellonska,Berlin MS Mus. 40192,,
1573,Kraków,PL-Kj,Biblioteka Jagiellonska,Berlin MS Mus. 40272 ,,Altus
1576,Kraków,PL-Kj,Biblioteka Jagiellonska,Berlin MS Mus. 40634 ,,"Altus, Bassus"
1577,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. 22048,,
1578,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. 40017,,
1579,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. 40021,,
1582,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. 40091,,
1583,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. 40190,,
1584,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. 40191,,
1585,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. 40193,,
1586,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. 40194,,
1587,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. 40195,,
1588,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. 40196,,
1589,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. 40208,,
1591,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. 40212 ,,"Discantus, Quintus"
1592,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. 40213,,
1593,Berlin,D-B,Staatsbibliothek zu Berlin - Preußischer Kulturbesitz,MS Mus. 40613,Lochamer-Liederbuch; Fundamentum organisandi of Conrad Paumann,
1594,Berlin,D-Bkk,Staatliche Museen der Stiftung Preussischer Kulturbesitz. Kupferstichkabinett.,MS 78.C.28,,
1595,Berlin,D-Bwolf,Former private library of Johannes Wolf,MS s. s.,,
1596,Bloomington,US-BLl,"Indiana University, Lilly Library",Music MS 2,,
1597,Bloomington,US-BLl,"Indiana University, Lilly Library",Music MS 3,,
1598,Bloomington,US-BLl,"Indiana University, Lilly Library",Music MS 4,,
1599,Bloomington,US-BLl,"Indiana University, Lilly Library",Music MS 5,,
1600,Bloomington,US-BLl,"Indiana University, Lilly Library",Music MS 6,,
1601,Bloomington,US-BLl,"Indiana University, Lilly Library",Music MS 7,,
1602,Bloomington,US-BLl,"Indiana University, Lilly Library",Music MS 8,,
1603,Bloomington,US-BLl,"Indiana University, Lilly Library",Music MS 9,,
1604,Bloomington,US-BLl,"Indiana University, Lilly Library",Music MS 14,,
1605,Bloomington,US-BLl,"Indiana University, Lilly Library",Music MS 15,,
1606,Bogotá,CO-B,"Catedral, Archivo.",s. s.,,
1607,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,Q.22,,
1608,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,Q.23 ,,"Discantus, Altus, Tenor"
1609,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,Q.24 ,,"Discantus, Altus, Tenor, Bassus, Quintus, Sextus"
1610,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,Q.25,,
1611,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,Q.26 ,,"Bassus, Quintus"
1612,Bologna,I-Bc,Museo Internazionale e Biblioteca della Musica di Bologna,Q.31,,
1617,Bologna,I-Bsp,Archivio Musicale di S Petronio,MS A.XXI,,
1618,Bologna,I-Bsp,Archivio Musicale di S Petronio,MS A.XXIV,,
1619,Bologna,I-Bsp,Archivio Musicale di S Petronio,MS I.XXV,,
1620,Bologna,I-Bsp,Archivio Musicale di S Petronio,MS A.XXVII,,
1621,Bologna,I-Bsp,Archivio Musicale di S Petronio,MS A.XXX,,
1622,Bologna,I-Bsp,Archivio Musicale di S Petronio,MS A.XXXVI,,
1623,Bologna,I-Bsp,Archivio Musicale di S Petronio,MS A.XXXIX,,
1624,Bologna,I-Bsp,Archivio Musicale di S Petronio,MS A.XLVIII,,
1625,Bologna,I-Bsp,Archivio Musicale di S Petronio,MS A.IL,,
1626,Brussels,B-Br,Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I,MS s.s.,Fétis Fragment,
1627,Brussels,B-Br,Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I,MS 215-216,,
1628,Brussels,B-Br,Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I,MS 228,,
1629,Brussels,B-Br,Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I,MS 5557,,
1630,Brussels,B-Br,Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I,MS 6428,,
1632,Brussels,B-Br,Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I,MS 9126,,
1633,Brussels,B-Br,Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I,MS 11239,,
1634,Brussels,B-Br,Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I,MS 15075,,
1635,Brussels,B-Br,Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I,MS II.270,,
1636,Brussels,B-Br,Bibliothèque Royal Albert 1er/Koninklijke Bibliotheek Albert I,MS II.3843 ,,"Discantus, Altus, Tenor, Bassus, Quintus"
1637,Brussels,B-Bcx,Library Conservatoire royal de Bruxelles / Koninklijk Conservatorium Brussel,MS 24135,,
1638,Brussels,B-Bcx,Library Conservatoire royal de Bruxelles / Koninklijk Conservatorium Brussel,MS 27087,,
1639,Brussels,B-Bcx,Library Conservatoire royal de Bruxelles / Koninklijk Conservatorium Brussel,MS 27088,,
1640,Brussels,B-Bcx,Library Conservatoire royal de Bruxelles / Koninklijk Conservatorium Brussel,MS 27089,,
1641,Brussels,B-Bcx,Library Conservatoire royal de Bruxelles / Koninklijk Conservatorium Brussel,MS 27511 ,,Discantus
1642,Brussels,B-Bcx,Library Conservatoire royal de Bruxelles / Koninklijk Conservatorium Brussel,MS 27731,,
1643,Brussels,B-Bcx,Library Conservatoire royal de Bruxelles / Koninklijk Conservatorium Brussel,MS 27766,,
1644,Brussels,B-Bcx,Library Conservatoire royal de Bruxelles / Koninklijk Conservatorium Brussel,MS 33346,,
1647,Budapest,H-Bn,Országos Széchényi Könyvtár (National Széchényi Library),MS Bártfa 8 ,,"a, b, c, d"
1653,Budapest,H-Bn,Országos Széchényi Könyvtár (National Széchényi Library),MS Bártfa 22,,
1654,Budapest,H-Bn,Országos Széchényi Könyvtár (National Széchényi Library),MS Bártfa 23,,
1657,Budapest,H-Bn,Országos Széchényi Könyvtár (National Széchényi Library),MS Bártfa Mus.Pr.7 ,,"a, b"
1659,Budapest,H-Bn,Országos Széchényi Könyvtár (National Széchényi Library),MS Bártfa Mus. Pr.9 ,,"a, b, c, d, e"
1661,Budapest,H-Bn,Országos Széchényi Könyvtár (National Széchényi Library),MS lat.534,,
1663,Cambrai,F-CA,Mediathèque Municipale,MS 3,,
1664,Cambrai,F-CA,Mediathèque Municipale,MS 4,,
1665,Cambrai,F-CA,Mediathèque Municipale,MS 5,,
1667,Cambrai,F-CA,Mediathèque Municipale,MS 17,,
1668,Cambrai,F-CA,Mediathèque Municipale,MS 18 (20),,
1669,Cambrai,F-CA,Mediathèque Municipale,MS 125,,
1670,Cambridge,GB-Cjc,St John's College,MS 234 (K.31),,
1671,Cambridge,GB-Cmc,Magdalene College,MS 1760,,
1689,Chelmsford,GB-CF,Essex Record Office,MS D/DP Z6/2,,
1690,Chicago,US-Cn,Newberry Library,Case MS VM2147.C36 (#4),,
1691,Chicago,US-Cn,Newberry Library,Case MS VM1578.M91 ,,"Discantus, Tenor, Bassus, Quintus"
1694,Coimbra,P-Cug,Biblioteca Geral da Universidade,MM.3,,
1695,Coimbra,P-Cug,Biblioteca Geral da Universidade,MM.9,,
1696,Coimbra,P-Cug,Biblioteca Geral da Universidade,MM.12,,
1697,Coimbra,P-Cug,Biblioteca Geral da Universidade,MM.32,,
1699,Copenhagen (København),DK-Kk,Det Kongelige Bibliotek,"Fragm. 17a, inv. 2400-2409",,
1700,Copenhagen (København),DK-Kk,Det Kongelige Bibliotek,"MS Thott 291, 8°",Copenhagen Chansonnier,
1701,Copenhagen (København),DK-Kk,Det Kongelige Bibliotek,"MS Ny kongelige Samling 1848, 2°",,
1702,Copenhagen (København),DK-Kk,Det Kongelige Bibliotek,"MS Gamle kongelige Samling 1872, 4° ",,"I, II, III, IV, V, VI, VII"
1703,Copenhagen (København),DK-Kk,Det Kongelige Bibliotek,"MS Gamle kongelige Samling 1873, 4° ",,"Discantus, Tenor, Bassus, Quintus, Sextus"
1704,Cuenca,E-CU,"Catedral, Archivo",MS 2,,
1705,Dijon,F-Dm,Bibliothèque Municipale,MS 517,Dijon Chansonnier,
1706,Dresden,D-D,Sächsische Landesbibliothek,MS Mus. 1/D/1,,
1707,Dresden,D-D,Sächsische Landesbibliothek,MS Mus. 1/D/2,,
1708,Dresden,D-D,Sächsische Landesbibliothek,MS Mus. 1/D/3 ,,"Discantus, Altus, Tenor, Bassus, Quintus, Sextus"
1709,Dresden,D-D,Sächsische Landesbibliothek,MS Mus. 1/D/4 ,,"Discantus, Altus, Tenor, Bassus"
1710,Dresden,D-D,Sächsische Landesbibliothek,MS Mus. 1/D/6,,
1711,Dresden,D-D,Sächsische Landesbibliothek,MS Mus. 1/D/501,,
1713,Dresden,D-D,Sächsische Landesbibliothek,MS Mus. 1/D/505,,
1714,Dresden,D-D,Sächsische Landesbibliothek,Ms Mus. 1/D/506,,
1715,Dresden,D-D,Sächsische Landesbibliothek,MS Mus. 1/E/24,,
1718,Dresden,D-D,Sächsische Landesbibliothek,MS Glashütte 5 ,,"1, 2"
1721,Dresden,D-D,Sächsische Landesbibliothek,MS Grimma 11,,
1722,Dresden,D-D,Sächsische Landesbibliothek,MS Grimma 14 ,,"1, 2, 3"
1723,Dresden,D-D,Sächsische Landesbibliothek,MS Grimma 49 ,,"1, 2, 3, 4, 5, 6, 7"
1724,Dresden,D-D,Sächsische Landesbibliothek,MS Grimma 51 ,,"1, 2, 3, 4"
1726,Dresden,D-D,Sächsische Landesbibliothek,MS Grimma 53 ,,"1, 2, 3, 4, 5"
1727,Dresden,D-D,Sächsische Landesbibliothek,MS Grimma 54 ,,"1, 2, 3, 4, 5"
1728,Dresden,D-D,Sächsische Landesbibliothek,MS Grimma 55 ,,"1, 2, 3, 4, 5, 6, 7"
1729,Dresden,D-D,Sächsische Landesbibliothek,MS Grimma 56 ,,"1, 2, 3, 4, 5"
1730,Dresden,D-D,Sächsische Landesbibliothek,MS Grimma 57 ,,"1, 2, 3, 4"
1731,Dresden,D-D,Sächsische Landesbibliothek,MS Grimma 58 ,,"1, 2, 3"
1732,Dresden,D-D,Sächsische Landesbibliothek,MS Grimma 59 ,,"1, 2"
1733,Dresden,D-D,Sächsische Landesbibliothek,MS Grimma 59a,,
1734,Dresden,D-D,Sächsische Landesbibliothek,MSS Löbau 8 and Löbau 70 ,,"1, 2, 3, 4, 5, 6, 7, 8"
1736,Dresden,D-D,Sächsische Landesbibliothek,MS Löbau 12 ,,"1, 2, 3, 4, 5, 6"
1746,Dresden,D-D,Sächsische Landesbibliothek,MS Pirna I,,
1747,Dresden,D-D,Sächsische Landesbibliothek,MS Pirna II,,
1748,Dresden,D-D,Sächsische Landesbibliothek,MS Pirna III,,
1749,Dresden,D-D,Sächsische Landesbibliothek,MS Pirna IV (now missing),,
1750,Dresden,D-D,Sächsische Landesbibliothek,MS Pirna V,,
1751,Dresden,D-D,Sächsische Landesbibliothek,MS Pirna VI,,
1752,Dresden,D-D,Sächsische Landesbibliothek,MS Pirna VII,,
1753,Dresden,D-D,Sächsische Landesbibliothek,MS Pirna VIII,,
1754,Dresden,D-D,Sächsische Landesbibliothek,MS Pirna VIlla,,
1755,Dresden,D-D,Sächsische Landesbibliothek,MS Pirna 53,,
1757,Edinburgh,GB-En,National Library of Scotland,MS Adv. 5.1.15,Scone Antiphonary; Carver Choirbook,
1758,Erlangen,D-ERu,Universitätsbibliothek,473/1,,
1759,Erlangen,D-ERu,Universitätsbibliothek,473/2,,
1760,Erlangen,D-ERu,Universitätsbibliothek,473/3,,
1761,Erlangen,D-ERu,Universitätsbibliothek,473/4,,
1768,Escorial,E-E,"Palacio Real, Monasterio de S Lorenzo",MS 7,,
1769,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS II.I.285,,
1770,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS II.III.437,,
1771,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Banco Rari 62,,
1773,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Magl. XIX.57,,
1774,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Magl. XIX.99,,
1776,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Magl. XIX.111 ,,"Discantus, Altus, Tenor"
1777,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Magl. XIX.112 ,,"Discantus, Altus, Tenor"
1778,Florence (Firenze),I-Fn,Biblioteca Nazionale Centrale,MS Magl. XIX.122,,
1779,Leipzig,D-LEu,Universitätsbibliothek,MS Thomaskirche 50,,
1780,Florence (Firenze),I-Fc,Conservatorio di Musica Luigi Cherubini,MS Basevi 2495 ,,"Discantus, Tenor, Bassus"
1781,Florence (Firenze),I-Fd,"Duomo, Archivio Musicale dell'Opera di Santa Maria del Fiore",MS 4,,
1782,Florence (Firenze),I-Fd,"Duomo, Archivio Musicale dell'Opera di Santa Maria del Fiore",MS 11,,
1783,Florence (Firenze),I-Fd,"Duomo, Archivio Musicale dell'Opera di Santa Maria del Fiore",MS 13,,
1784,Florence (Firenze),I-Fd,"Duomo, Archivio Musicale dell'Opera di Santa Maria del Fiore",MS 14,,
1785,Florence (Firenze),I-Fd,"Duomo, Archivio Musicale dell'Opera di Santa Maria del Fiore",MS 21,,
1786,Florence (Firenze),I-Fd,"Duomo, Archivio Musicale dell'Opera di Santa Maria del Fiore",MS 27,,
1787,Florence (Firenze),I-Fd,"Duomo, Archivio Musicale dell'Opera di Santa Maria del Fiore",MS 28,,
1788,Florence (Firenze),I-Fd,"Duomo, Archivio Musicale dell'Opera di Santa Maria del Fiore",MS 45,,
1789,Florence (Firenze),I-Fd,"Duomo, Archivio Musicale dell'Opera di Santa Maria del Fiore",MS 46,,
1790,Florence (Firenze),I-Fl,Biblioteca Medicea-Laurenziana,MS Ashb. 1085,,
1791,Florence (Firenze),I-Fl,Biblioteca Medicea-Laurenziana,MS Mediceo Palatino 7,,
1792,Granada,E-GRcr,"Capilla Real, Archivo de Música",MS s.s. ,,"Tiple, Altus, Tenor, Bassus, Quintus"
1794,Granada,E-GRcr,"Capilla Real, Archivo de Música",MS 12,,
